requirement_id,domain,verification,domain_status,unmet_conditions,met_conditions,gap
P19-REQ-363,Delay & Disruption Records,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Daily reports carry weather and conditions, schedule baselines make variance measurable per activity and for the project finish, and a claim can cite the reports it rests on. There is no delay analysis: no fragnet, no windows analysis, no separation of excusable from compensable."
P19-REQ-364,Differing Site Conditions,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim type exists for it, survey surfaces record what was actually found against design, and the two can be cited together. Nothing links a differing condition to the specific design document it departs from, or computes the cost delta automatically."
P19-REQ-365,Scope & Design Change,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Documents are versioned with supersession and revision comparison across addenda, and a change order records its origin including design change and error or omission. Nothing ties a specific drawing revision to the change order it caused."
P19-REQ-366,Payment & Billing Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Schedule of values, AIA pay applications with certified immutability, retainage held at the contract percentage and three-way matched invoices are all built. The commercial terms behind them are thin: no payment terms, no pay-when-paid clause, no interest on late payment."
P19-REQ-367,Retainage & Holdbacks,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Retainage is carried on the contract as a percentage and applied by the pay application arithmetic. There is no reduction schedule at substantial completion, no separate holdback for punch list or warranty, and no retainage release workflow."
P19-REQ-368,Backcharges & Deductions,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No backcharge record, no deduction against a subcontractor, no notice of intent to backcharge."
P19-REQ-369,Allowances & Contingencies,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"An estimate carries contingency by confidence band. Nothing tracks a contract allowance, draws against it, or reconciles the unspent balance at closeout."
P19-REQ-370,Escalation & Price Adjustment,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The estimating engine models escalation for a bid. No contract carries a price adjustment clause, an index, or a mechanism to apply one."
P19-REQ-371,"Insurance, Bonds & Commercial Compliance",not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No insurance certificate, no bond, no expiry tracking, no compliance hold on payment."
P19-REQ-372,Lien & Waiver Administration,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No lien waiver, conditional or unconditional, no waiver exchange at payment, no lien deadline tracking."
P19-REQ-373,Dispute Management,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim can reach litigation status and stop there. There is no dispute record, no mediation or arbitration tracking, no counterparty position, no cost of dispute."
P19-REQ-374,Commercial Forecasting,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Job cost, committed cost, approved change orders and the revised contract value are all computed and reported. There is no forecast: no cost to complete, no estimate at completion, no projected final contract value."
P19-REQ-375,Contract Closeout,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No closeout checklist, no final completion certificate, no warranty period, no final retainage release, no as-built or O&M turnover."
P19-REQ-376,AI Commercial Intelligence,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The one governed agent reads documents with citations and draft-only authority, which is the mechanism such a capability would use. Nothing applies it to contracts, changes or claims — no clause extraction, no notice detection, no claim merit assessment."
P19-REQ-377,Commercial Digital Twin,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P19-REQ-378,Commercial Management Core,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-379,Prime Contract Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-380,Subcontract Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Vendors, subcontract purchase orders and subcontractor resource assignments exist, and a subcontract is priced by the same engine. There is no subcontract record with its own clauses, notice periods or retainage — a subcontract is modeled as a purchase commitment rather than as a contract with terms."
P19-REQ-381,Purchase Contract Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Purchase orders carry committed cost, delivery and three-way match against invoices. They carry no commercial terms of their own: no price escalation clause, no delivery liquidated damages, no notice period."
P19-REQ-382,Contract Clause Registry,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-383,Obligation Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The obligations that can be computed are: notice deadlines, claim deadlines, submittal lead times and RFI response dates. Nothing registers a contractual obligation as an obligation — no obligation list, no owner, no status, no reminder ahead of a date."
P19-REQ-384,Notice Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-385,Potential Change Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-386,Change Order Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-387,Change Pricing,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A change order carries the estimate version that priced it, so an amendment is costed by the same deterministic engine as the base bid, with cost and price impact separated. There is no change-specific pricing: no agreed markup schedule for changes, no unit price book carried from the contract, no cost-plus fee calculation."
P19-REQ-388,T&M / Force Account,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Time entries, equipment hours and material usage are all recorded against a project and can be read for a period. Nothing assembles them into a force account ticket, gets it signed daily, or prices it against a contract's T&M rate schedule."
P19-REQ-389,Change Authorization,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-390,Contract Value Control,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-391,Claims Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-392,Delay & Disruption Records,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Daily reports carry weather and conditions, schedule baselines make variance measurable per activity and for the project finish, and a claim can cite the reports it rests on. There is no delay analysis: no fragnet, no windows analysis, no separation of excusable from compensable."
P19-REQ-393,Differing Site Conditions,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim type exists for it, survey surfaces record what was actually found against design, and the two can be cited together. Nothing links a differing condition to the specific design document it departs from, or computes the cost delta automatically."
P19-REQ-394,Scope & Design Change,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Documents are versioned with supersession and revision comparison across addenda, and a change order records its origin including design change and error or omission. Nothing ties a specific drawing revision to the change order it caused."
P19-REQ-395,Payment & Billing Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Schedule of values, AIA pay applications with certified immutability, retainage held at the contract percentage and three-way matched invoices are all built. The commercial terms behind them are thin: no payment terms, no pay-when-paid clause, no interest on late payment."
P19-REQ-396,Retainage & Holdbacks,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Retainage is carried on the contract as a percentage and applied by the pay application arithmetic. There is no reduction schedule at substantial completion, no separate holdback for punch list or warranty, and no retainage release workflow."
P19-REQ-397,Backcharges & Deductions,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No backcharge record, no deduction against a subcontractor, no notice of intent to backcharge."
P19-REQ-398,Allowances & Contingencies,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"An estimate carries contingency by confidence band. Nothing tracks a contract allowance, draws against it, or reconciles the unspent balance at closeout."
P19-REQ-399,Escalation & Price Adjustment,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The estimating engine models escalation for a bid. No contract carries a price adjustment clause, an index, or a mechanism to apply one."
P19-REQ-400,"Insurance, Bonds & Commercial Compliance",not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No insurance certificate, no bond, no expiry tracking, no compliance hold on payment."
P19-REQ-401,Lien & Waiver Administration,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No lien waiver, conditional or unconditional, no waiver exchange at payment, no lien deadline tracking."
P19-REQ-402,Dispute Management,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A claim can reach litigation status and stop there. There is no dispute record, no mediation or arbitration tracking, no counterparty position, no cost of dispute."
P19-REQ-403,Commercial Forecasting,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Job cost, committed cost, approved change orders and the revised contract value are all computed and reported. There is no forecast: no cost to complete, no estimate at completion, no projected final contract value."
P19-REQ-404,Contract Closeout,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"No closeout checklist, no final completion certificate, no warranty period, no final retainage release, no as-built or O&M turnover."
P19-REQ-405,AI Commercial Intelligence,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The one governed agent reads documents with citations and draft-only authority, which is the mechanism such a capability would use. Nothing applies it to contracts, changes or claims — no clause extraction, no notice detection, no claim merit assessment."
P19-REQ-406,Commercial Digital Twin,not_verified,not_built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,Not built and not planned. A digital twin is in the class of capability the traceability rules exclude globally.
P19-REQ-407,Commercial Management Core,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-408,Prime Contract Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-409,Subcontract Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Vendors, subcontract purchase orders and subcontractor resource assignments exist, and a subcontract is priced by the same engine. There is no subcontract record with its own clauses, notice periods or retainage — a subcontract is modeled as a purchase commitment rather than as a contract with terms."
P19-REQ-410,Purchase Contract Commercials,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Purchase orders carry committed cost, delivery and three-way match against invoices. They carry no commercial terms of their own: no price escalation clause, no delivery liquidated damages, no notice period."
P19-REQ-411,Contract Clause Registry,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-412,Obligation Management,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"The obligations that can be computed are: notice deadlines, claim deadlines, submittal lead times and RFI response dates. Nothing registers a contractual obligation as an obligation — no obligation list, no owner, no status, no reminder ahead of a date."
P19-REQ-413,Notice Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-414,Potential Change Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-415,Change Order Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-416,Change Pricing,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"A change order carries the estimate version that priced it, so an amendment is costed by the same deterministic engine as the base bid, with cost and price impact separated. There is no change-specific pricing: no agreed markup schedule for changes, no unit price book carried from the contract, no cost-plus fee calculation."
P19-REQ-417,T&M / Force Account,not_verified,partial,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,"Time entries, equipment hours and material usage are all recorded against a project and can be read for a period. Nothing assembles them into a force account ticket, gets it signed daily, or prices it against a contract's T&M rate schedule."
P19-REQ-418,Change Authorization,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-419,Contract Value Control,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
P19-REQ-420,Claims Management,verified,built,,controlled contract/change/claim records; authority and deadline rules; linked cost/schedule/document evidence; permissions; mapped test results,
