requirement_id,domain,aspect,verification,subject_exists,aspect_status,gap,evidence
P07-REQ-151,External Portals,"canonical records with tenant, project, status, owner, dates and audit",not_verified,no,not_met,"not_met — there is no portal record to govern, and no external identity to attach one to. Subject not built: No portal, no external identity, no shared view for a customer, subcontractor, inspector or engineer. `proposals.viewed_at` exists and nothing sets it because there is no surface anybody outside the company could view anything on.",
P07-REQ-152,External Portals,"role-based workspaces for office, field, executive and external users",not_verified,no,not_met,"Permission-filtered actions are real: named roles carry explicit permission arrays checked by app.has_permission, a membership's project_scope narrows a user to named projects, and a foreman sees no employee compensation. The workspaces are not. There is one web application with role-aware navigation, reading demonstration fixtures rather than governed records for 22 of its 23 screens. There is no field workspace distinct from the office one, no executive view, and no external user of any kind — no portal, no login for a customer, subcontractor or inspector, and nothing that could serve one. Subject not built: No portal, no external identity, no shared view for a customer, subcontractor, inspector or engineer. `proposals.viewed_at` exists and nothing sets it because there is no surface anybody outside the company could view anything on.",
P07-REQ-153,External Portals,"configurable lifecycle states, approvals, segregation of duties and escalation",not_verified,no,not_met,"Approvals are strong and getting stronger: commercial authority limits route a contract, change order, claim settlement or purchase order by value to a role holding the required tier, financial periods refuse a cost dated into a closed month, and library rows cannot go active without an approver. Two of the four named here are absent. **Segregation of duties** is not enforced anywhere — the same user may raise a purchase order, approve it, receive against it and approve the invoice, and no rule prevents it. **Escalation** does not exist: nothing ages, nothing reassigns, nothing notifies a second person when a first does not act. And the lifecycle states themselves are check constraints in migrations rather than tenant configuration. Subject not built: No portal, no external identity, no shared view for a customer, subcontractor, inspector or engineer. `proposals.viewed_at` exists and nothing sets it because there is no surface anybody outside the company could view anything on.",
P07-REQ-154,External Portals,"traceability to source document, estimate, contract, schedule, user or integration",not_verified,no,not_met,"not_met — nothing external produces a decision or transaction to trace. Subject not built: No portal, no external identity, no shared view for a customer, subcontractor, inspector or engineer. `proposals.viewed_at` exists and nothing sets it because there is no surface anybody outside the company could view anything on.",
P07-REQ-155,External Portals,rules-based automation and governed AI without bypassing approval,not_verified,no,not_met,"The second half holds completely and the first does not exist. Governed AI cannot bypass approval: an agent with write authority is unconfigurable by check constraint, findings cannot exist without a citation, and nothing an agent produces becomes a business record until a person accepts it. There is no rules-based automation anywhere in the platform — no tenant-defined rule, no trigger a customer can write, no queue, no retry, no execution history. The database triggers that enforce this verdict's controls are platform code and correctly not tenant-configurable. Subject not built: No portal, no external identity, no shared view for a customer, subcontractor, inspector or engineer. `proposals.viewed_at` exists and nothing sets it because there is no surface anybody outside the company could view anything on.",
P07-REQ-156,External Portals,"real-time KPIs, trends, exceptions, forecast impacts and drill-down",not_verified,no,not_met,"Eleven governed reporting views compute live over the operational tables with no materialization, so what they do publish is real-time by construction, and sixteen governed metric definitions are evaluated through one function. Three of the five things this aspect names are missing. **Trends** do not exist: every metric returns a current value and no view carries a period comparison. **Forecast impacts** do not exist: schedule variance against baseline is computed, and nothing projects a cost or a date forward. **Drill-down evidence** does not exist, because the application reads fixtures rather than these views — the platform-wide gap P29 recorded. Exceptions are real and improving: a down machine, a service due, a credential lapsed, a labor variance between the daily report and the timecard. Subject not built: No portal, no external identity, no shared view for a customer, subcontractor, inspector or engineer. `proposals.viewed_at` exists and nothing sets it because there is no surface anybody outside the company could view anything on.",
P07-REQ-157,External Portals,"versioned APIs, events, import/export templates and integration mappings",not_verified,no,not_met,"The versioned API is genuine — generated from the gateway's own route table with drift failing the build, scoped keys stored only as a hash, one error shape, every request logged — and it exposes nine endpoints, of which three touch project operations. Of the four things named: there are no events at all, no publish, no subscribe, no outbound webhook; there are no import or export templates beyond the estimate exchange format; and there are no integration mappings, no field mapping, no external identifier on any operational record. Within the platform the integrations are now strong, and 0046 closed the last two gaps in the cost chain. Subject not built: No portal, no external identity, no shared view for a customer, subcontractor, inspector or engineer. `proposals.viewed_at` exists and nothing sets it because there is no surface anybody outside the company could view anything on.",
P07-REQ-158,External Portals,responsive web and offline-capable mobile field interactions,not_verified,no,not_met,"The web application is responsive, built on Tailwind and shadcn/ui, and works on a phone browser. Nothing else this aspect names exists: there is no native application, no offline capability of any kind, no local store, no queue, no sync, no conflict resolution. Field processes are precisely the ones that need it — a daily report written where there is no signal is the canonical case — and `time_entries.source` can say 'mobile' while nothing mobile writes one. Subject not built: No portal, no external identity, no shared view for a customer, subcontractor, inspector or engineer. `proposals.viewed_at` exists and nothing sets it because there is no surface anybody outside the company could view anything on.",
P07-REQ-159,External Portals,"tenant configuration, terminology, custom fields, templates and white-label",not_verified,no,not_met,"Real per-company configuration exists where the platform decided it mattered: pricing profiles, condition modifiers, cost codes, crews, equipment rates, commercial authority limits, work credential requirements, financial periods and metric definitions are all tenant-owned and governed. None of what this aspect names exists. There are no custom fields on any operational record, no terminology overrides, no document templates a tenant can edit, no branding and no white-label presentation — the last of which the pricing page was corrected for advertising. Subject not built: No portal, no external identity, no shared view for a customer, subcontractor, inspector or engineer. `proposals.viewed_at` exists and nothing sets it because there is no surface anybody outside the company could view anything on.",
P07-REQ-160,External Portals,"validation, audit, reconciliation, performance, security and acceptance test coverage",not_verified,no,not_met,"not_met — there is nothing to validate or audit. Subject not built: No portal, no external identity, no shared view for a customer, subcontractor, inspector or engineer. `proposals.viewed_at` exists and nothing sets it because there is no surface anybody outside the company could view anything on.",
