requirement_id,domain,aspect,verification,subject_exists,aspect_status,gap,evidence
GES-P08-REQ-165,Revenue Forecasting,"audit with actor, prior and new value, reason and correlation",not_verified,partial,not_met,"Four of the seven are solid: every CRM table carries the full-row audit trigger writing actor, timestamp, prior value and new value into an append-only ledger no privilege level can edit, and a governance test asserts every table in the schema is either audited or frozen. Three are missing. **Reason** is captured nowhere — a loss reason is a field on the opportunity, not a reason attached to the change that set it. **Source** is not recorded on a CRM change: the ledger cannot distinguish a screen from the public API from an import. **Correlation identifier** exists in the observability layer, where the logger carries a request id through every line, and it is never written into the audit row — so a database change and the request that caused it cannot be joined. Subject partial: Every input exists — estimated value, probability, expected award date, stage — and nothing multiplies them. There is no forecast in the database, no period, no commit or best-case category, and no comparison of forecast to actual. The one weighted pipeline figure in the platform is computed on a screen from demonstration data.",
GES-P08-REQ-166,Revenue Forecasting,versioned API exchange with six services,not_verified,partial,not_met,"The public API is genuinely versioned, generated from the gateway's own route table with drift failing the build, and behind scoped keys — and it exposes nine endpoints, none of them CRM. No customer, contact, lead, opportunity or proposal can be read or written through it. Of the six services named, estimating is joined at the database level and now enforced by 0045, project operations is joined by two columns nobody populates (F5), and accounting, document control, communications and identity are not joined to CRM at all: no invoice from a won job, no proposal filed into document control, no email or call recorded anywhere, no directory. Subject partial: Every input exists — estimated value, probability, expected award date, stage — and nothing multiplies them. There is no forecast in the database, no period, no commit or best-case category, and no comparison of forecast to actual. The one weighted pipeline figure in the platform is computed on a screen from demonstration data.",
GES-P08-REQ-167,Revenue Forecasting,"automation with idempotency, retry and exception queues",not_verified,partial,not_met,"There is no automation engine anywhere in the platform, for CRM or anything else: no rule, no trigger a tenant can define, no queue, no retry, no execution history. The database triggers that enforce the rules in this verdict are platform code, not tenant-configurable automations, and correctly so. The nearest thing is the connector framework with recorded runs, which is an integration adapter rather than a workflow engine. Subject partial: Every input exists — estimated value, probability, expected award date, stage — and nothing multiplies them. There is no forecast in the database, no period, no commit or best-case category, and no comparison of forecast to actual. The one weighted pipeline figure in the platform is computed on a screen from demonstration data.",
GES-P08-REQ-168,Revenue Forecasting,governed AI assistance with attribution and human approval,not_verified,partial,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all. Subject partial: Every input exists — estimated value, probability, expected award date, stage — and nothing multiplies them. There is no forecast in the database, no period, no commit or best-case category, and no comparison of forecast to actual. The one weighted pipeline figure in the platform is computed on a screen from demonstration data.",
GES-P08-REQ-169,Revenue Forecasting,responsive and mobile experience with offline behavior,not_verified,partial,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed. Subject partial: Every input exists — estimated value, probability, expected award date, stage — and nothing multiplies them. There is no forecast in the database, no period, no commit or best-case category, and no comparison of forecast to actual. The one weighted pipeline figure in the platform is computed on a screen from demonstration data.",
GES-P08-REQ-170,Revenue Forecasting,"conversion, velocity and quality reporting with drill-through",not_verified,partial,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views. Subject partial: Every input exists — estimated value, probability, expected award date, stage — and nothing multiplies them. There is no forecast in the database, no period, no commit or best-case category, and no comparison of forecast to actual. The one weighted pipeline figure in the platform is computed on a screen from demonstration data.",
GES-P08-REQ-171,Revenue Forecasting,"least privilege, field-level permissions, consent and export restriction",not_verified,partial,met,"Subject partial: Every input exists — estimated value, probability, expected award date, stage — and nothing multiplies them. There is no forecast in the database, no period, no commit or best-case category, and no comparison of forecast to actual. The one weighted pipeline figure in the platform is computed on a screen from demonstration data.",
GES-P08-REQ-172,Security & Governance,governed records within tenant boundaries,verified,yes,met,,"Customers, contacts, leads, opportunities, proposals and proposal line items are all real tables carrying company_id with row level security enabled and forced, policies generated by audited helpers rather than written by hand, and app.enforce_tenant_parent refusing a child attached to a parent owned by another company. Archive and restore are modeled as status rather than deletion — customers and contacts carry app.record_status, opportunities carry abandoned, proposals carry withdrawn — so a record leaves circulation without leaving history. Since 0045 the create and update paths for a proposal derive its price from the estimate rather than accepting one. Subject: Row level security enabled and forced on every CRM table with two migration-time gates, permission-checked policies, an append-only audit ledger, a sales role that reads estimates and cannot change pricing, and since 0045 three commercial controls on the document that reaches the customer."
GES-P08-REQ-173,Security & Governance,configuration without code,not_verified,yes,not_met,"Every stage list in this phase is a check constraint in a migration: lead stages, opportunity stages, proposal statuses, customer types. Changing any of them is a schema change, not a configuration. There are no custom fields, no saved views, no automation triggers to configure and no approval thresholds on any CRM record — the commercial authority limits added in P19 govern contracts, change orders, claims and purchase orders, and no CRM object is among them. A proposal of any value is issued by anyone holding the permission.",
GES-P08-REQ-174,Security & Governance,"audit with actor, prior and new value, reason and correlation",not_verified,yes,not_met,"Four of the seven are solid: every CRM table carries the full-row audit trigger writing actor, timestamp, prior value and new value into an append-only ledger no privilege level can edit, and a governance test asserts every table in the schema is either audited or frozen. Three are missing. **Reason** is captured nowhere — a loss reason is a field on the opportunity, not a reason attached to the change that set it. **Source** is not recorded on a CRM change: the ledger cannot distinguish a screen from the public API from an import. **Correlation identifier** exists in the observability layer, where the logger carries a request id through every line, and it is never written into the audit row — so a database change and the request that caused it cannot be joined.",
GES-P08-REQ-175,Security & Governance,versioned API exchange with six services,not_verified,yes,not_met,"The public API is genuinely versioned, generated from the gateway's own route table with drift failing the build, and behind scoped keys — and it exposes nine endpoints, none of them CRM. No customer, contact, lead, opportunity or proposal can be read or written through it. Of the six services named, estimating is joined at the database level and now enforced by 0045, project operations is joined by two columns nobody populates (F5), and accounting, document control, communications and identity are not joined to CRM at all: no invoice from a won job, no proposal filed into document control, no email or call recorded anywhere, no directory.",
GES-P08-REQ-176,Security & Governance,"automation with idempotency, retry and exception queues",not_verified,yes,not_met,"There is no automation engine anywhere in the platform, for CRM or anything else: no rule, no trigger a tenant can define, no queue, no retry, no execution history. The database triggers that enforce the rules in this verdict are platform code, not tenant-configurable automations, and correctly so. The nearest thing is the connector framework with recorded runs, which is an integration adapter rather than a workflow engine.",
GES-P08-REQ-177,Security & Governance,governed AI assistance with attribution and human approval,not_verified,yes,not_met,"The governance is real and the capability is absent. One agent exists, capped at draft authority by a check constraint that makes a writing agent unconfigurable, producing findings that cannot exist without a citation and are inert until a person accepts them. It reads drawings and specifications. Nothing summarizes a customer, scores a lead, drafts a proposal or recommends a next action — and the qualification_score column on leads, which such a capability would write, is filled in by hand or not at all.",
GES-P08-REQ-178,Security & Governance,responsive and mobile experience with offline behavior,not_verified,yes,not_met,"A CRM screen exists and is responsive, built on Tailwind and shadcn/ui with role-aware navigation. It reads demonstration fixtures rather than the governed records this phase is about — the platform-wide gap P29 recorded, where 22 of 23 screens read fixtures and only Billing queries live data. There is no native mobile application and no offline behavior of any kind: no local store, no queue, no conflict resolution. Accessibility is not measured, so it is not claimed.",
GES-P08-REQ-179,Security & Governance,"conversion, velocity and quality reporting with drill-through",not_verified,yes,not_met,"`reporting_bid_performance` computes estimates submitted and the bid hit rate by month and division, and two governed metrics are defined over it — real conversion reporting, and the only one of the five kinds this aspect names that exists. There is no velocity reporting: stage timestamps are not kept, so time in stage cannot be computed for a lead or an opportunity at all. There is no quality reporting, no CRM financial reporting beyond the hit rate, and no drill-through from any figure to the records behind it, because nothing in the application reads these views.",
GES-P08-REQ-180,Security & Governance,"least privilege, field-level permissions, consent and export restriction",verified,yes,met,,"Least privilege holds and is tested: the seeded sales role reads estimates and cannot change pricing, permissions are explicit arrays checked by app.has_permission with wildcards honored only as a whole grant, and a membership's project_scope narrows a user to named projects. Field-level separation exists where the platform has a field worth separating — employee compensation is behind hr.read, and a foreman sees no employee rows without it. Export is restricted by the same permission model, every API request is logged with its key and status, and the anonymous role holds no privilege on any CRM table. Consent is the weak corner and is recorded rather than claimed: there is no marketing consent flag because there is no marketing automation to gate, so nothing collects consent it then ignores. Subject: Row level security enabled and forced on every CRM table with two migration-time gates, permission-checked policies, an append-only audit ledger, a sales role that reads estimates and cannot change pricing, and since 0045 three commercial controls on the document that reaches the customer."
