phase,phase_title,entity_id,name,domain,definition,key,governance
19,Contract Change Order Claims Commercial Management,P19-ENT-118,BondRequirement,Prime Contract Management,Canonical contract/change/claims/commercial entity for BondRequirement.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-119,BondEvidence,Subcontract Management,Canonical contract/change/claims/commercial entity for BondEvidence.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-120,LienWaiver,Purchase Contract Commercials,Canonical contract/change/claims/commercial entity for LienWaiver.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-121,WaiverType,Contract Clause Registry,Canonical contract/change/claims/commercial entity for WaiverType.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-122,WaiverPaymentLink,Obligation Management,Canonical contract/change/claims/commercial entity for WaiverPaymentLink.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-123,Dispute,Notice Management,Canonical contract/change/claims/commercial entity for Dispute.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-124,DisputeIssue,Potential Change Management,Canonical contract/change/claims/commercial entity for DisputeIssue.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-125,NegotiationRecord,Change Order Management,Canonical contract/change/claims/commercial entity for NegotiationRecord.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-126,MediationReference,Change Pricing,Canonical contract/change/claims/commercial entity for MediationReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-127,ArbitrationReference,T&M / Force Account,Canonical contract/change/claims/commercial entity for ArbitrationReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-128,LitigationReference,Change Authorization,Canonical contract/change/claims/commercial entity for LitigationReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-129,SettlementAuthority,Contract Value Control,Canonical contract/change/claims/commercial entity for SettlementAuthority.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-130,SettlementRecord,Claims Management,Canonical contract/change/claims/commercial entity for SettlementRecord.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-131,PrivilegeClassification,Delay & Disruption Records,Canonical contract/change/claims/commercial entity for PrivilegeClassification.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-132,CommercialForecast,Differing Site Conditions,Canonical contract/change/claims/commercial entity for CommercialForecast.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-133,MarginAtCompletion,Scope & Design Change,Canonical contract/change/claims/commercial entity for MarginAtCompletion.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-134,CommercialRisk,Payment & Billing Commercials,Canonical contract/change/claims/commercial entity for CommercialRisk.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-135,CommercialRiskRating,Retainage & Holdbacks,Canonical contract/change/claims/commercial entity for CommercialRiskRating.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-136,FinalRelease,Backcharges & Deductions,Canonical contract/change/claims/commercial entity for FinalRelease.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-137,FinalPayment,Allowances & Contingencies,Canonical contract/change/claims/commercial entity for FinalPayment.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-138,CommercialCloseout,Escalation & Price Adjustment,Canonical contract/change/claims/commercial entity for CommercialCloseout.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-139,CommercialAuditEvent,"Insurance, Bonds & Commercial Compliance",Canonical contract/change/claims/commercial entity for CommercialAuditEvent.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-140,CommercialReport,Lien & Waiver Administration,Canonical contract/change/claims/commercial entity for CommercialReport.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-141,CommercialKPI,Dispute Management,Canonical contract/change/claims/commercial entity for CommercialKPI.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-142,AIClauseExtraction,Commercial Forecasting,Canonical contract/change/claims/commercial entity for AIClauseExtraction.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-143,AINoticeFinding,Contract Closeout,Canonical contract/change/claims/commercial entity for AINoticeFinding.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-144,AIChangeClassification,AI Commercial Intelligence,Canonical contract/change/claims/commercial entity for AIChangeClassification.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-145,AIBackupReview,Commercial Digital Twin,Canonical contract/change/claims/commercial entity for AIBackupReview.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-146,AICommercialRisk,Commercial Management Core,Canonical contract/change/claims/commercial entity for AICommercialRisk.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-147,AIConfidence,Prime Contract Management,Canonical contract/change/claims/commercial entity for AIConfidence.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-148,EvidenceReference,Subcontract Management,Canonical contract/change/claims/commercial entity for EvidenceReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-149,HumanReview,Purchase Contract Commercials,Canonical contract/change/claims/commercial entity for HumanReview.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-150,OverrideRecord,Contract Clause Registry,Canonical contract/change/claims/commercial entity for OverrideRecord.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-151,CommercialDigitalTwinState,Obligation Management,Canonical contract/change/claims/commercial entity for CommercialDigitalTwinState.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-152,CommercialDigitalTwinEvent,Notice Management,Canonical contract/change/claims/commercial entity for CommercialDigitalTwinEvent.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-153,CommercialDigitalTwinRelationship,Potential Change Management,Canonical contract/change/claims/commercial entity for CommercialDigitalTwinRelationship.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-154,ProjectReference,Change Order Management,Canonical contract/change/claims/commercial entity for ProjectReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-155,CostCodeReference,Change Pricing,Canonical contract/change/claims/commercial entity for CostCodeReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-156,EstimateReference,T&M / Force Account,Canonical contract/change/claims/commercial entity for EstimateReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-157,ScheduleReference,Change Authorization,Canonical contract/change/claims/commercial entity for ScheduleReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-158,ActivityReference,Contract Value Control,Canonical contract/change/claims/commercial entity for ActivityReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-159,DocumentReference,Claims Management,Canonical contract/change/claims/commercial entity for DocumentReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-160,DrawingReference,Delay & Disruption Records,Canonical contract/change/claims/commercial entity for DrawingReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-161,SpecificationReference,Differing Site Conditions,Canonical contract/change/claims/commercial entity for SpecificationReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-162,RFIReference,Scope & Design Change,Canonical contract/change/claims/commercial entity for RFIReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-163,SubmittalReference,Payment & Billing Commercials,Canonical contract/change/claims/commercial entity for SubmittalReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-164,ProcurementReference,Retainage & Holdbacks,Canonical contract/change/claims/commercial entity for ProcurementReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-165,SubcontractReference,Backcharges & Deductions,Canonical contract/change/claims/commercial entity for SubcontractReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-166,VendorReference,Allowances & Contingencies,Canonical contract/change/claims/commercial entity for VendorReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-167,CustomerReference,Escalation & Price Adjustment,Canonical contract/change/claims/commercial entity for CustomerReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-168,InvoiceReference,"Insurance, Bonds & Commercial Compliance",Canonical contract/change/claims/commercial entity for InvoiceReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-169,PaymentReference,Lien & Waiver Administration,Canonical contract/change/claims/commercial entity for PaymentReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-170,HSEQReference,Dispute Management,Canonical contract/change/claims/commercial entity for HSEQReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-171,DailyReportReference,Commercial Forecasting,Canonical contract/change/claims/commercial entity for DailyReportReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-172,PhotoReference,Contract Closeout,Canonical contract/change/claims/commercial entity for PhotoReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-173,EmailReference,AI Commercial Intelligence,Canonical contract/change/claims/commercial entity for EmailReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-174,MeetingReference,Commercial Digital Twin,Canonical contract/change/claims/commercial entity for MeetingReference.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-175,JurisdictionProfile,Commercial Management Core,Canonical contract/change/claims/commercial entity for JurisdictionProfile.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-176,CommercialTemplate,Prime Contract Management,Canonical contract/change/claims/commercial entity for CommercialTemplate.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-177,NoticeTemplate,Subcontract Management,Canonical contract/change/claims/commercial entity for NoticeTemplate.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-178,ChangeTemplate,Purchase Contract Commercials,Canonical contract/change/claims/commercial entity for ChangeTemplate.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-179,ClaimTemplate,Contract Clause Registry,Canonical contract/change/claims/commercial entity for ClaimTemplate.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-180,PaymentTemplate,Obligation Management,Canonical contract/change/claims/commercial entity for PaymentTemplate.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-181,PermissionPolicy,Notice Management,Canonical contract/change/claims/commercial entity for PermissionPolicy.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-182,CommercialAccessGrant,Potential Change Management,Canonical contract/change/claims/commercial entity for CommercialAccessGrant.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-183,ImportJob,Change Order Management,Canonical contract/change/claims/commercial entity for ImportJob.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-184,ExportJob,Change Pricing,Canonical contract/change/claims/commercial entity for ExportJob.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-185,ExternalIdentifier,T&M / Force Account,Canonical contract/change/claims/commercial entity for ExternalIdentifier.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
19,Contract Change Order Claims Commercial Management,P19-ENT-186,SourceSystem,Change Authorization,Canonical contract/change/claims/commercial entity for SourceSystem.,tenant_id + record_id,Versioned; project/contract scoped; authority/deadline aware; audited
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-001,Integration,Enterprise Integration Architecture,Canonical integration/deployment/readiness entity for Integration.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-002,IntegrationVersion,API Governance,Canonical integration/deployment/readiness entity for IntegrationVersion.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-003,IntegrationContract,Event & Messaging Platform,Canonical integration/deployment/readiness entity for IntegrationContract.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-004,IntegrationEndpoint,Data Integration & Synchronization,Canonical integration/deployment/readiness entity for IntegrationEndpoint.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-005,IntegrationOwner,Identity & Access Integration,Canonical integration/deployment/readiness entity for IntegrationOwner.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-006,Connector,External Connectors,Canonical integration/deployment/readiness entity for Connector.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-007,ConnectorVersion,Environment Strategy,Canonical integration/deployment/readiness entity for ConnectorVersion.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-008,ConnectorConfiguration,Configuration Management,Canonical integration/deployment/readiness entity for ConnectorConfiguration.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-009,Adapter,CI/CD & Release Engineering,Canonical integration/deployment/readiness entity for Adapter.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-010,AdapterMapping,Infrastructure as Code,Canonical integration/deployment/readiness entity for AdapterMapping.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-011,API,Container & Runtime Platform,Canonical integration/deployment/readiness entity for API.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-012,APIVersion,Database & Storage Readiness,Canonical integration/deployment/readiness entity for APIVersion.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-013,APISchema,Security Engineering,Canonical integration/deployment/readiness entity for APISchema.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-014,APIClient,Privacy & Data Protection,Canonical integration/deployment/readiness entity for APIClient.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-015,APIKeyReference,Observability,Canonical integration/deployment/readiness entity for APIKeyReference.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-016,OAuthClient,Reliability Engineering,Canonical integration/deployment/readiness entity for OAuthClient.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-017,ServiceIdentity,Performance & Scalability,Canonical integration/deployment/readiness entity for ServiceIdentity.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-018,Webhook,Disaster Recovery & Business Continuity,Canonical integration/deployment/readiness entity for Webhook.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-019,Event,Testing Governance,Canonical integration/deployment/readiness entity for Event.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-020,EventType,Automated Test Platform,Canonical integration/deployment/readiness entity for EventType.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-021,EventSchema,Requirements Traceability & Coverage,Canonical integration/deployment/readiness entity for EventSchema.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-022,Topic,Data Migration & Cutover,Canonical integration/deployment/readiness entity for Topic.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-023,Queue,Production Readiness Review,Canonical integration/deployment/readiness entity for Queue.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-024,Subscription,Release & Change Management,Canonical integration/deployment/readiness entity for Subscription.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-025,Message,Incident & Problem Management,Canonical integration/deployment/readiness entity for Message.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-026,DeadLetterMessage,Service Management & Support,Canonical integration/deployment/readiness entity for DeadLetterMessage.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-027,ReplayJob,Tenant Provisioning & SaaS Operations,Canonical integration/deployment/readiness entity for ReplayJob.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-028,IdempotencyKey,Compliance & Audit Readiness,Canonical integration/deployment/readiness entity for IdempotencyKey.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-029,SyncJob,AI/ML Production Governance,Canonical integration/deployment/readiness entity for SyncJob.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-030,SyncRun,Enterprise Go-Live & Hypercare,Canonical integration/deployment/readiness entity for SyncRun.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-031,SyncConflict,Platform Digital Twin & Control Tower,Canonical integration/deployment/readiness entity for SyncConflict.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-032,ReconciliationRun,Enterprise Integration Architecture,Canonical integration/deployment/readiness entity for ReconciliationRun.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-033,ReconciliationResult,API Governance,Canonical integration/deployment/readiness entity for ReconciliationResult.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-034,MasterDataMapping,Event & Messaging Platform,Canonical integration/deployment/readiness entity for MasterDataMapping.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-035,ReferenceDataMapping,Data Integration & Synchronization,Canonical integration/deployment/readiness entity for ReferenceDataMapping.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-036,DataLineage,Identity & Access Integration,Canonical integration/deployment/readiness entity for DataLineage.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-037,Environment,External Connectors,Canonical integration/deployment/readiness entity for Environment.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-038,EnvironmentType,Environment Strategy,Canonical integration/deployment/readiness entity for EnvironmentType.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-039,EnvironmentPromotion,Configuration Management,Canonical integration/deployment/readiness entity for EnvironmentPromotion.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-040,Configuration,CI/CD & Release Engineering,Canonical integration/deployment/readiness entity for Configuration.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-041,ConfigurationVersion,Infrastructure as Code,Canonical integration/deployment/readiness entity for ConfigurationVersion.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-042,FeatureFlag,Container & Runtime Platform,Canonical integration/deployment/readiness entity for FeatureFlag.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-043,SecretReference,Database & Storage Readiness,Canonical integration/deployment/readiness entity for SecretReference.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-044,CertificateReference,Security Engineering,Canonical integration/deployment/readiness entity for CertificateReference.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-045,Release,Privacy & Data Protection,Canonical integration/deployment/readiness entity for Release.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-046,ReleaseVersion,Observability,Canonical integration/deployment/readiness entity for ReleaseVersion.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-047,ReleaseTrain,Reliability Engineering,Canonical integration/deployment/readiness entity for ReleaseTrain.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-048,Build,Performance & Scalability,Canonical integration/deployment/readiness entity for Build.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-049,BuildArtifact,Disaster Recovery & Business Continuity,Canonical integration/deployment/readiness entity for BuildArtifact.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-050,ArtifactSignature,Testing Governance,Canonical integration/deployment/readiness entity for ArtifactSignature.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-051,Deployment,Automated Test Platform,Canonical integration/deployment/readiness entity for Deployment.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-052,DeploymentWave,Requirements Traceability & Coverage,Canonical integration/deployment/readiness entity for DeploymentWave.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-053,DeploymentTarget,Data Migration & Cutover,Canonical integration/deployment/readiness entity for DeploymentTarget.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-054,DeploymentApproval,Production Readiness Review,Canonical integration/deployment/readiness entity for DeploymentApproval.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-055,RollbackPlan,Release & Change Management,Canonical integration/deployment/readiness entity for RollbackPlan.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-056,RollbackRun,Incident & Problem Management,Canonical integration/deployment/readiness entity for RollbackRun.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-057,ChangeRecord,Service Management & Support,Canonical integration/deployment/readiness entity for ChangeRecord.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-058,MaintenanceWindow,Tenant Provisioning & SaaS Operations,Canonical integration/deployment/readiness entity for MaintenanceWindow.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
20,Enterprise Integration Deployment Testing Governance Production Readiness,P20-ENT-059,SourceRepository,Compliance & Audit Readiness,Canonical integration/deployment/readiness entity for SourceRepository.,tenant_id + record_id,Environment/version scoped; owner assigned; security and audit governed
