phase,phase_title,requirement_id,domain,priority,requirement,acceptance_criteria,version
18,Enterprise Scheduling Resource Planning,P18-REQ-188,Last Planner & Commitments,Must,"GrounUp shall provide governed last planner & commitments capability 188 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 188 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-189,Pull Planning,Must,"GrounUp shall provide governed pull planning capability 189 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 189 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-190,Milestones & Contract Dates,Must,"GrounUp shall provide governed milestones & contract dates capability 190 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 190 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-191,Baseline Management,Must,"GrounUp shall provide governed baseline management capability 191 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 191 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-192,Schedule Update Cycle,Must,"GrounUp shall provide governed schedule update cycle capability 192 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 192 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-193,Progress Measurement,Must,"GrounUp shall provide governed progress measurement capability 193 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 193 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-194,Cost & Schedule Integration,Must,"GrounUp shall provide governed cost & schedule integration capability 194 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 194 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-195,Constraint Management,Must,"GrounUp shall provide governed constraint management capability 195 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 195 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-196,Weather & Calendar Impacts,Must,"GrounUp shall provide governed weather & calendar impacts capability 196 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 196 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-197,Schedule Risk Analysis,Must,"GrounUp shall provide governed schedule risk analysis capability 197 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 197 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-198,Recovery & Acceleration,Must,"GrounUp shall provide governed recovery & acceleration capability 198 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 198 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-199,Delay & Impact Analysis,Must,"GrounUp shall provide governed delay & impact analysis capability 199 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 199 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-200,Portfolio Capacity Planning,Must,"GrounUp shall provide governed portfolio capacity planning capability 200 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 200 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-201,What-If & Scenario Planning,Must,"GrounUp shall provide governed what-if & scenario planning capability 201 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 201 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-202,AI Schedule Intelligence,Must,"GrounUp shall provide governed ai schedule intelligence capability 202 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 202 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-203,Scheduling Digital Twin,Must,"GrounUp shall provide governed scheduling digital twin capability 203 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 203 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-204,Enterprise Scheduling Core,Must,"GrounUp shall provide governed enterprise scheduling core capability 204 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 204 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-205,CPM Scheduling,Must,"GrounUp shall provide governed cpm scheduling capability 205 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 205 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-206,Work Breakdown Structure,Must,"GrounUp shall provide governed work breakdown structure capability 206 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 206 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-207,Calendars & Shifts,Must,"GrounUp shall provide governed calendars & shifts capability 207 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 207 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-208,Resource Planning,Must,"GrounUp shall provide governed resource planning capability 208 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 208 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-209,Resource Loading,Must,"GrounUp shall provide governed resource loading capability 209 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 209 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-210,Resource Leveling,Must,"GrounUp shall provide governed resource leveling capability 210 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 210 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-211,Crew Planning,Must,"GrounUp shall provide governed crew planning capability 211 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 211 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-212,Equipment Planning,Must,"GrounUp shall provide governed equipment planning capability 212 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 212 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-213,Truck & Haul Planning,Must,"GrounUp shall provide governed truck & haul planning capability 213 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 213 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-214,Material Planning,Must,"GrounUp shall provide governed material planning capability 214 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 214 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-215,Subcontractor Planning,Must,"GrounUp shall provide governed subcontractor planning capability 215 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 215 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-216,Look-Ahead Planning,Must,"GrounUp shall provide governed look-ahead planning capability 216 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 216 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-217,Last Planner & Commitments,Must,"GrounUp shall provide governed last planner & commitments capability 217 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 217 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-218,Pull Planning,Must,"GrounUp shall provide governed pull planning capability 218 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 218 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-219,Milestones & Contract Dates,Must,"GrounUp shall provide governed milestones & contract dates capability 219 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 219 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-220,Baseline Management,Must,"GrounUp shall provide governed baseline management capability 220 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 220 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-221,Schedule Update Cycle,Must,"GrounUp shall provide governed schedule update cycle capability 221 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 221 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-222,Progress Measurement,Must,"GrounUp shall provide governed progress measurement capability 222 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 222 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-223,Cost & Schedule Integration,Must,"GrounUp shall provide governed cost & schedule integration capability 223 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 223 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-224,Constraint Management,Must,"GrounUp shall provide governed constraint management capability 224 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 224 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-225,Weather & Calendar Impacts,Must,"GrounUp shall provide governed weather & calendar impacts capability 225 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 225 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-226,Schedule Risk Analysis,Must,"GrounUp shall provide governed schedule risk analysis capability 226 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 226 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-227,Recovery & Acceleration,Must,"GrounUp shall provide governed recovery & acceleration capability 227 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 227 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-228,Delay & Impact Analysis,Must,"GrounUp shall provide governed delay & impact analysis capability 228 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 228 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-229,Portfolio Capacity Planning,Must,"GrounUp shall provide governed portfolio capacity planning capability 229 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 229 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-230,What-If & Scenario Planning,Must,"GrounUp shall provide governed what-if & scenario planning capability 230 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 230 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-231,AI Schedule Intelligence,Must,"GrounUp shall provide governed ai schedule intelligence capability 231 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 231 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-232,Scheduling Digital Twin,Must,"GrounUp shall provide governed scheduling digital twin capability 232 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 232 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-233,Enterprise Scheduling Core,Must,"GrounUp shall provide governed enterprise scheduling core capability 233 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 233 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-234,CPM Scheduling,Must,"GrounUp shall provide governed cpm scheduling capability 234 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 234 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-235,Work Breakdown Structure,Must,"GrounUp shall provide governed work breakdown structure capability 235 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 235 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-236,Calendars & Shifts,Must,"GrounUp shall provide governed calendars & shifts capability 236 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 236 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-237,Resource Planning,Must,"GrounUp shall provide governed resource planning capability 237 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 237 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-238,Resource Loading,Must,"GrounUp shall provide governed resource loading capability 238 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 238 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-239,Resource Leveling,Must,"GrounUp shall provide governed resource leveling capability 239 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 239 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-240,Crew Planning,Must,"GrounUp shall provide governed crew planning capability 240 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 240 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-241,Equipment Planning,Must,"GrounUp shall provide governed equipment planning capability 241 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 241 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-242,Truck & Haul Planning,Must,"GrounUp shall provide governed truck & haul planning capability 242 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 242 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-243,Material Planning,Must,"GrounUp shall provide governed material planning capability 243 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 243 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-244,Subcontractor Planning,Must,"GrounUp shall provide governed subcontractor planning capability 244 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 244 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-245,Look-Ahead Planning,Must,"GrounUp shall provide governed look-ahead planning capability 245 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 245 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-246,Last Planner & Commitments,Must,"GrounUp shall provide governed last planner & commitments capability 246 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 246 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-247,Pull Planning,Must,"GrounUp shall provide governed pull planning capability 247 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 247 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-248,Milestones & Contract Dates,Must,"GrounUp shall provide governed milestones & contract dates capability 248 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 248 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-249,Baseline Management,Must,"GrounUp shall provide governed baseline management capability 249 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 249 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-250,Schedule Update Cycle,Must,"GrounUp shall provide governed schedule update cycle capability 250 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 250 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-251,Progress Measurement,Must,"GrounUp shall provide governed progress measurement capability 251 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 251 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-252,Cost & Schedule Integration,Must,"GrounUp shall provide governed cost & schedule integration capability 252 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 252 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-253,Constraint Management,Must,"GrounUp shall provide governed constraint management capability 253 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 253 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-254,Weather & Calendar Impacts,Must,"GrounUp shall provide governed weather & calendar impacts capability 254 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 254 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-255,Schedule Risk Analysis,Must,"GrounUp shall provide governed schedule risk analysis capability 255 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 255 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-256,Recovery & Acceleration,Must,"GrounUp shall provide governed recovery & acceleration capability 256 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 256 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-257,Delay & Impact Analysis,Must,"GrounUp shall provide governed delay & impact analysis capability 257 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 257 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-258,Portfolio Capacity Planning,Must,"GrounUp shall provide governed portfolio capacity planning capability 258 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 258 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-259,What-If & Scenario Planning,Must,"GrounUp shall provide governed what-if & scenario planning capability 259 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 259 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-260,AI Schedule Intelligence,Must,"GrounUp shall provide governed ai schedule intelligence capability 260 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 260 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-261,Scheduling Digital Twin,Must,"GrounUp shall provide governed scheduling digital twin capability 261 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 261 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-262,Enterprise Scheduling Core,Must,"GrounUp shall provide governed enterprise scheduling core capability 262 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 262 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-263,CPM Scheduling,Must,"GrounUp shall provide governed cpm scheduling capability 263 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 263 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-264,Work Breakdown Structure,Must,"GrounUp shall provide governed work breakdown structure capability 264 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 264 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-265,Calendars & Shifts,Must,"GrounUp shall provide governed calendars & shifts capability 265 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 265 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-266,Resource Planning,Must,"GrounUp shall provide governed resource planning capability 266 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 266 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
18,Enterprise Scheduling Resource Planning,P18-REQ-267,Resource Loading,Must,"GrounUp shall provide governed resource loading capability 267 with project/portfolio scope, versioned schedule logic, calendar/resource context, permissions, change history and traceable acceptance evidence.","Verify requirement 267 using schedule calculation, resource/calendar context, baseline/update governance, permission boundaries, linked operational evidence and mapped test results.",v1.0.0
