requirement_id,phase,module,status,verification,mapping_method,declared_by,rules,artifacts,tests,requirement
P30-REQ-072,P30,Payments,traced_tested,not_verified,derived,,TR-020,TBL-ap_invoices TBL-vendors,TST-db-finance,"GrounUp shall implement governed payments capability 72 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-073,P30,Credits & Adjustments,untraced,not_verified,,,,,,"GrounUp shall implement governed credits & adjustments capability 73 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-074,P30,Taxes & Jurisdiction,untraced,not_verified,,,,,,"GrounUp shall implement governed taxes & jurisdiction capability 74 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-075,P30,Usage Metering,traced_tested,verified,derived,,TR-023 TR-037,TBL-assets TBL-meter_readings TBL-fuel_transactions TBL-maintenance_schedules TBL-work_orders UI-fleet TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-db-fleet TST-fn-subscription-state,"GrounUp shall implement governed usage metering capability 75 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-076,P30,Usage Aggregation,untraced,verified,,,,,,"GrounUp shall implement governed usage aggregation capability 76 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-077,P30,Quotas & Limits,untraced,verified,,,,,,"GrounUp shall implement governed quotas & limits capability 77 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-078,P30,Licensing,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed licensing capability 78 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-079,P30,Entitlements,traced_tested,verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed entitlements capability 79 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-080,P30,Feature Flags,untraced,not_verified,,,,,,"GrounUp shall implement governed feature flags capability 80 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-081,P30,Trials,traced_tested,verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed trials capability 81 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-082,P30,Promotions,untraced,not_verified,,,,,,"GrounUp shall implement governed promotions capability 82 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-083,P30,Coupons,untraced,not_verified,,,,,,"GrounUp shall implement governed coupons capability 83 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-084,P30,Renewals,untraced,not_verified,,,,,,"GrounUp shall implement governed renewals capability 84 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-085,P30,Upgrades/Downgrades,untraced,verified,,,,,,"GrounUp shall implement governed upgrades/downgrades capability 85 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-086,P30,Proration,untraced,not_verified,,,,,,"GrounUp shall implement governed proration capability 86 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-087,P30,Cancellation,untraced,verified,,,,,,"GrounUp shall implement governed cancellation capability 87 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-088,P30,Dunning,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed dunning capability 88 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-089,P30,Revenue Operations,untraced,not_verified,,,,,,"GrounUp shall implement governed revenue operations capability 89 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-090,P30,Customer Onboarding,untraced,not_verified,,,,,,"GrounUp shall implement governed customer onboarding capability 90 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-091,P30,Provisioning,untraced,verified,,,,,,"GrounUp shall implement governed provisioning capability 91 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-092,P30,Customer Success,traced_tested,not_verified,derived,,TR-027,TBL-leads TBL-opportunities TBL-customers TBL-crm_activities TBL-proposals UI-crm UI-proposals RPT-reporting_bid_performance,TST-db-semantic,"GrounUp shall implement governed customer success capability 92 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-093,P30,Support,untraced,not_verified,,,,,,"GrounUp shall implement governed support capability 93 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-094,P30,Service Levels,untraced,not_verified,,,,,,"GrounUp shall implement governed service levels capability 94 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-095,P30,White Label,traced_tested,not_verified,derived,,TR-038,ENG-016 UI-settings,TST-web-theme,"GrounUp shall implement governed white label capability 95 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-096,P30,Brand Themes,traced_tested,verified,derived,,TR-038,ENG-016 UI-settings,TST-web-theme,"GrounUp shall implement governed brand themes capability 96 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-097,P30,Custom Domains,traced_tested,not_verified,derived,,TR-038,ENG-016 UI-settings,TST-web-theme,"GrounUp shall implement governed custom domains capability 97 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-098,P30,Email Branding,traced_tested,not_verified,derived,,TR-038,ENG-016 UI-settings,TST-web-theme,"GrounUp shall implement governed email branding capability 98 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-099,P30,Document Branding,traced_tested,verified,derived,,TR-026 TR-038,TBL-documents TBL-document_versions TBL-document_sheets TBL-document_extractions ENG-013 UI-plans ENG-016 UI-settings,TST-fn-ingestion TST-web-plans TST-web-theme,"GrounUp shall implement governed document branding capability 99 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-100,P30,Reseller/Partner,untraced,not_verified,,,,,,"GrounUp shall implement governed reseller/partner capability 100 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-101,P30,Marketplace,untraced,not_verified,,,,,,"GrounUp shall implement governed marketplace capability 101 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-102,P30,Integration Catalog,traced_tested,not_verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed integration catalog capability 102 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-103,P30,API Access Plans,traced_tested,verified,derived,,TR-035 TR-037,ENG-014 TBL-api_keys TBL-api_requests UI-api-access TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-api-gateway TST-fn-subscription-state,"GrounUp shall implement governed api access plans capability 103 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-104,P30,Webhooks,traced_tested,not_verified,derived,,TR-035,ENG-014 TBL-api_keys TBL-api_requests UI-api-access,TST-fn-api-gateway,"GrounUp shall implement governed webhooks capability 104 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-105,P30,Data Export Entitlements,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed data export entitlements capability 105 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-106,P30,AI Usage Entitlements,traced_tested,not_verified,derived,,TR-030 TR-037,AI-001 TBL-ai_agents TBL-ai_findings TBL-ai_prompts TBL-ai_models TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-plan-analysis TST-web-plans TST-fn-subscription-state,"GrounUp shall implement governed ai usage entitlements capability 106 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-107,P30,Storage Entitlements,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed storage entitlements capability 107 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-108,P30,Seat Management,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed seat management capability 108 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-109,P30,Project/Company Limits,traced_tested,not_verified,derived,,TR-012,TBL-projects TBL-project_tasks TBL-project_costs UI-projects UI-project-detail,TST-db-operations,"GrounUp shall implement governed project/company limits capability 109 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-110,P30,Regional Packaging,untraced,not_verified,,,,,,"GrounUp shall implement governed regional packaging capability 110 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-111,P30,Contracted Enterprise Plans,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed contracted enterprise plans capability 111 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-112,P30,Billing Audit,traced_tested,verified,derived,,TR-018 TR-033 TR-037,TBL-pay_applications TBL-pay_application_lines TBL-schedule_of_values ENG-011 UI-finance TBL-audit_events TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-db-finance TST-pdf-documents TST-db-rls TST-db-operations TST-fn-subscription-state,"GrounUp shall implement governed billing audit capability 112 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-113,P30,Commercial Analytics,traced_tested,not_verified,derived,,TR-039,RPT-reporting_project_financials RPT-reporting_labor_productivity RPT-reporting_safety_summary RPT-reporting_bid_performance TBL-metric_definitions UI-reports,TST-db-semantic,"GrounUp shall implement governed commercial analytics capability 113 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-114,P30,Customer Health,traced_tested,not_verified,derived,,TR-027,TBL-leads TBL-opportunities TBL-customers TBL-crm_activities TBL-proposals UI-crm UI-proposals RPT-reporting_bid_performance,TST-db-semantic,"GrounUp shall implement governed customer health capability 114 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-115,P30,Churn/Retention,untraced,not_verified,,,,,,"GrounUp shall implement governed churn/retention capability 115 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-116,P30,Expansion Revenue,untraced,not_verified,,,,,,"GrounUp shall implement governed expansion revenue capability 116 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-117,P30,Commercial Security,untraced,verified,,,,,,"GrounUp shall implement governed commercial security capability 117 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-118,P30,Privacy/Tax Data,untraced,not_verified,,,,,,"GrounUp shall implement governed privacy/tax data capability 118 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-119,P30,Dispute Handling,traced_tested,not_verified,derived,,TR-017,TBL-contracts TBL-claims UI-claims,TST-db-network TST-web-claims,"GrounUp shall implement governed dispute handling capability 119 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-120,P30,Refund Governance,untraced,not_verified,,,,,,"GrounUp shall implement governed refund governance capability 120 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-121,P30,Commercial Incident Response,traced_tested,not_verified,derived,,TR-024,TBL-safety_incidents TBL-safety_observations TBL-toolbox_talks UI-safety RPT-reporting_safety_summary,TST-db-safety TST-db-semantic,"GrounUp shall implement governed commercial incident response capability 121 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-122,P30,Migration/Grandfathering,untraced,verified,,,,,,"GrounUp shall implement governed migration/grandfathering capability 122 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-123,P30,Feature Deprecation,untraced,not_verified,,,,,,"GrounUp shall implement governed feature deprecation capability 123 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-124,P30,Plan Versioning,traced_tested,verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed plan versioning capability 124 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-125,P30,Customer Communications,traced_tested,not_verified,derived,,TR-027,TBL-leads TBL-opportunities TBL-customers TBL-crm_activities TBL-proposals UI-crm UI-proposals RPT-reporting_bid_performance,TST-db-semantic,"GrounUp shall implement governed customer communications capability 125 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-126,P30,Self-Service Admin,untraced,verified,,,,,,"GrounUp shall implement governed self-service admin capability 126 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-127,P30,SaaS Control Plane,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed saas control plane capability 127 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-128,P30,Tenant Lifecycle,traced_tested,not_verified,derived,,TR-005 TR-031,ENG-006 TBL-trucking_rates TBL-disposal_sites TBL-companies TBL-company_memberships TBL-enterprise_groups,TST-engine-trucking TST-db-rls TST-gov-registry,"GrounUp shall implement governed tenant lifecycle capability 128 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-129,P30,Plans & Packaging,traced_tested,verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed plans & packaging capability 129 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-130,P30,Product Catalog,traced_tested,verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed product catalog capability 130 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-131,P30,Pricing Models,traced_tested,not_verified,derived,,TR-006,ENG-007 TBL-pricing_profiles TBL-markup_components TBL-regional_factors,TST-engine-pricing,"GrounUp shall implement governed pricing models capability 131 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-132,P30,Subscription Lifecycle,traced_tested,verified,derived,,TR-005 TR-037,ENG-006 TBL-trucking_rates TBL-disposal_sites TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-engine-trucking TST-fn-subscription-state,"GrounUp shall implement governed subscription lifecycle capability 132 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-133,P30,Billing Accounts,traced_tested,not_verified,derived,,TR-018 TR-037,TBL-pay_applications TBL-pay_application_lines TBL-schedule_of_values ENG-011 UI-finance TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-db-finance TST-pdf-documents TST-fn-subscription-state,"GrounUp shall implement governed billing accounts capability 133 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-134,P30,Invoices,traced_tested,verified,derived,,TR-018,TBL-pay_applications TBL-pay_application_lines TBL-schedule_of_values ENG-011 UI-finance,TST-db-finance TST-pdf-documents,"GrounUp shall implement governed invoices capability 134 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-135,P30,Payments,traced_tested,not_verified,derived,,TR-020,TBL-ap_invoices TBL-vendors,TST-db-finance,"GrounUp shall implement governed payments capability 135 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-136,P30,Credits & Adjustments,untraced,not_verified,,,,,,"GrounUp shall implement governed credits & adjustments capability 136 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-137,P30,Taxes & Jurisdiction,untraced,not_verified,,,,,,"GrounUp shall implement governed taxes & jurisdiction capability 137 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-138,P30,Usage Metering,traced_tested,verified,derived,,TR-023 TR-037,TBL-assets TBL-meter_readings TBL-fuel_transactions TBL-maintenance_schedules TBL-work_orders UI-fleet TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-db-fleet TST-fn-subscription-state,"GrounUp shall implement governed usage metering capability 138 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-139,P30,Usage Aggregation,untraced,verified,,,,,,"GrounUp shall implement governed usage aggregation capability 139 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-140,P30,Quotas & Limits,untraced,verified,,,,,,"GrounUp shall implement governed quotas & limits capability 140 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-141,P30,Licensing,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed licensing capability 141 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-142,P30,Entitlements,traced_tested,verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed entitlements capability 142 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-143,P30,Feature Flags,untraced,not_verified,,,,,,"GrounUp shall implement governed feature flags capability 143 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-144,P30,Trials,traced_tested,verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed trials capability 144 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-145,P30,Promotions,untraced,not_verified,,,,,,"GrounUp shall implement governed promotions capability 145 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-146,P30,Coupons,untraced,not_verified,,,,,,"GrounUp shall implement governed coupons capability 146 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-147,P30,Renewals,untraced,not_verified,,,,,,"GrounUp shall implement governed renewals capability 147 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-148,P30,Upgrades/Downgrades,untraced,verified,,,,,,"GrounUp shall implement governed upgrades/downgrades capability 148 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-149,P30,Proration,untraced,not_verified,,,,,,"GrounUp shall implement governed proration capability 149 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-150,P30,Cancellation,untraced,verified,,,,,,"GrounUp shall implement governed cancellation capability 150 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-151,P30,Dunning,traced_tested,not_verified,derived,,TR-037,TBL-subscriptions TBL-entitlements TBL-plans TBL-plan_prices ENG-015 UI-billing,TST-fn-subscription-state,"GrounUp shall implement governed dunning capability 151 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-152,P30,Revenue Operations,untraced,not_verified,,,,,,"GrounUp shall implement governed revenue operations capability 152 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-153,P30,Customer Onboarding,untraced,not_verified,,,,,,"GrounUp shall implement governed customer onboarding capability 153 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-154,P30,Provisioning,untraced,verified,,,,,,"GrounUp shall implement governed provisioning capability 154 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-155,P30,Customer Success,traced_tested,not_verified,derived,,TR-027,TBL-leads TBL-opportunities TBL-customers TBL-crm_activities TBL-proposals UI-crm UI-proposals RPT-reporting_bid_performance,TST-db-semantic,"GrounUp shall implement governed customer success capability 155 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-156,P30,Support,untraced,not_verified,,,,,,"GrounUp shall implement governed support capability 156 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-157,P30,Service Levels,untraced,not_verified,,,,,,"GrounUp shall implement governed service levels capability 157 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-158,P30,White Label,traced_tested,not_verified,derived,,TR-038,ENG-016 UI-settings,TST-web-theme,"GrounUp shall implement governed white label capability 158 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-159,P30,Brand Themes,traced_tested,verified,derived,,TR-038,ENG-016 UI-settings,TST-web-theme,"GrounUp shall implement governed brand themes capability 159 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-160,P30,Custom Domains,traced_tested,not_verified,derived,,TR-038,ENG-016 UI-settings,TST-web-theme,"GrounUp shall implement governed custom domains capability 160 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-161,P30,Email Branding,traced_tested,not_verified,derived,,TR-038,ENG-016 UI-settings,TST-web-theme,"GrounUp shall implement governed email branding capability 161 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-162,P30,Document Branding,traced_tested,verified,derived,,TR-026 TR-038,TBL-documents TBL-document_versions TBL-document_sheets TBL-document_extractions ENG-013 UI-plans ENG-016 UI-settings,TST-fn-ingestion TST-web-plans TST-web-theme,"GrounUp shall implement governed document branding capability 162 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-163,P30,Reseller/Partner,untraced,not_verified,,,,,,"GrounUp shall implement governed reseller/partner capability 163 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-164,P30,Marketplace,untraced,not_verified,,,,,,"GrounUp shall implement governed marketplace capability 164 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
P30-REQ-165,P30,Integration Catalog,traced_tested,not_verified,derived,,TR-041,TBL-services TBL-tasks TBL-assemblies TBL-materials TBL-cost_codes UI-libraries,TST-db-seed TST-db-rls,"GrounUp shall implement governed integration catalog capability 165 with versioned commercial configuration, tenant-aware enforcement, auditable lifecycle transitions, security/privacy controls, and deterministic billing/entitlement behavior."
